
---------- Begin Simulation Statistics ----------
simSeconds                                   0.019326                       # Number of seconds simulated (Second)
simTicks                                  19325895120                       # Number of ticks simulated (Tick)
finalTick                                 19325895120                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    335.52                       # Real time elapsed on the host (Second)
hostTickRate                                 57599432                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     763336                       # Number of bytes of host memory used (Byte)
simInsts                                    179368734                       # Number of instructions simulated (Count)
simOps                                      179432427                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   534595                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     534785                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        51764140                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.582583                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.716494                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       98164834                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  206609                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      94765870                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 23959                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             9485452                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          7026427                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              29581                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           51626480                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.835606                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.771853                       # Number of insts issued each cycle (Count)
system.cpu0.dcache.tags.sampledRefs            152371                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs            120.443871                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             288099                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data  1015.333616                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.991537                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.991537                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0          222                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1          773                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::2           28                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::3            1                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses         149265587                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses        149265587                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles                14534739                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles             15487969                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                 16643504                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles              3600184                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles               1360084                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved             8362755                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred              1216420                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts             112400673                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts              6762748                       # Number of squashed instructions handled by decode (Count)
system.cpu0.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.executeStats0.numInsts           91349568                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches         8928446                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts       15694677                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts       3264083                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           1.764727                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numFpRegReads      95408596                       # Number of times the floating registers were read (Count)
system.cpu0.executeStats0.numFpRegWrites     59590653                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads     49522030                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites     19547761                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs         18958760                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads    108302185                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numMiscRegWrites    106435791                       # Number of times the Misc registers were written (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches          10381380                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                     33452633                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                5148314                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                   4                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           49                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                 13287295                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes               191716                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples          51626480                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             2.405874                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.059882                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                27338568     52.95%     52.95% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                 2596048      5.03%     57.98% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                 2057039      3.98%     61.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                 2360930      4.57%     66.54% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                 3060902      5.93%     72.47% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                 3148307      6.10%     78.57% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                 2817231      5.46%     84.02% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                  454254      0.88%     84.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                 7793201     15.10%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total            51626480                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts            124023220                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            2.395929                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches          13427783                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.259403                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles     15599637                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst     13285430                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total         13285430                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst     13285430                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total        13285430                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         1865                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           1865                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         1865                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          1865                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst    127448285                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total    127448285                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst    127448285                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total    127448285                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst     13287295                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total     13287295                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst     13287295                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total     13287295                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.000140                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.000140                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.000140                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.000140                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 68336.882038                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 68336.882038                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 68336.882038                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 68336.882038                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          966                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs           12                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     80.500000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks          870                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total              870                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          482                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          482                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          482                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          482                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst         1383                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total         1383                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst         1383                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total         1383                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     97481705                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total     97481705                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst     97481705                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total     97481705                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.000104                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.000104                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.000104                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.000104                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 70485.686913                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 70485.686913                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 70485.686913                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 70485.686913                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                   870                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst     13285430                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total       13285430                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         1865                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         1865                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst    127448285                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total    127448285                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst     13287295                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total     13287295                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.000140                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.000140                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 68336.882038                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 68336.882038                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          482                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          482                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst         1383                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total         1383                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst     97481705                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total     97481705                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.000104                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.000104                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 70485.686913                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 70485.686913                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          504.901386                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs            13286812                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs              1382                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs           9614.191027                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              94248                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   504.901386                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.986136                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.986136                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0           33                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1          386                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::4           93                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses         106299742                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses        106299742                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                  1360084                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                   1056763                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                  329431                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts              98371443                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts             8051405                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                16000750                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                3489307                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts               131543                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                    50317                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                  268988                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents          8109                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect       1351742                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect        57796                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts             1409538                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit                91105501                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount               91028577                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                 64915814                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                 91615017                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.758526                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.708572                       # Average fanout of values written-back ((Count/Count))
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  19325895120                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2cache.demandHits::cpu0.inst          173                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.demandHits::cpu0.data       117876                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.demandHits::total          118049                       # number of demand (read+write) hits (Count)
system.cpu0.l2cache.overallHits::cpu0.inst          173                       # number of overall hits (Count)
system.cpu0.l2cache.overallHits::cpu0.data       117876                       # number of overall hits (Count)
system.cpu0.l2cache.overallHits::total         118049                       # number of overall hits (Count)
system.cpu0.l2cache.demandMisses::cpu0.inst         1210                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.demandMisses::cpu0.data        33620                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.demandMisses::total         34830                       # number of demand (read+write) misses (Count)
system.cpu0.l2cache.overallMisses::cpu0.inst         1210                       # number of overall misses (Count)
system.cpu0.l2cache.overallMisses::cpu0.data        33620                       # number of overall misses (Count)
system.cpu0.l2cache.overallMisses::total        34830                       # number of overall misses (Count)
system.cpu0.l2cache.demandMissLatency::cpu0.inst     94665690                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.demandMissLatency::cpu0.data   1464778154                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.demandMissLatency::total   1559443844                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency::cpu0.inst     94665690                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency::cpu0.data   1464778154                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.overallMissLatency::total   1559443844                       # number of overall miss ticks (Tick)
system.cpu0.l2cache.demandAccesses::cpu0.inst         1383                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.demandAccesses::cpu0.data       151496                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.demandAccesses::total       152879                       # number of demand (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses::cpu0.inst         1383                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses::cpu0.data       151496                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.overallAccesses::total       152879                       # number of overall (read+write) accesses (Count)
system.cpu0.l2cache.demandMissRate::cpu0.inst     0.874910                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.demandMissRate::cpu0.data     0.221920                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.demandMissRate::total     0.227827                       # miss rate for demand accesses (Ratio)
system.cpu0.l2cache.overallMissRate::cpu0.inst     0.874910                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.overallMissRate::cpu0.data     0.221920                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.overallMissRate::total     0.227827                       # miss rate for overall accesses (Ratio)
system.cpu0.l2cache.demandAvgMissLatency::cpu0.inst 78236.107438                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.demandAvgMissLatency::cpu0.data 43568.654194                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.demandAvgMissLatency::total 44773.007293                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency::cpu0.inst 78236.107438                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency::cpu0.data 43568.654194                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.overallAvgMissLatency::total 44773.007293                       # average overall miss latency ((Tick/Count))
system.cpu0.l2cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.l2cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2cache.demandMshrMisses::cpu0.inst         1210                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses::cpu0.data        33620                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.demandMshrMisses::total        34830                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses::cpu0.inst         1210                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses::cpu0.data        33620                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.overallMshrMisses::total        34830                       # number of overall MSHR misses (Count)
system.cpu0.l2cache.demandMshrMissLatency::cpu0.inst     86033430                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissLatency::cpu0.data   1224295814                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.demandMshrMissLatency::total   1310329244                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency::cpu0.inst     86033430                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2cache.overallMshrMissLatency::cpu0.data   1224295814                       # number of overall MSHR miss ticks (Tick)
